frame,Hips_rx,Hips_ry,Hips_rz,Spine_rx,Spine_ry,Spine_rz,LeftUpperArm_rx,LeftUpperArm_ry,LeftUpperArm_rz,LeftLowerArm_rx,LeftLowerArm_ry,LeftLowerArm_rz,LeftHand_rx,LeftHand_ry,LeftHand_rz,RightUpperArm_rx,RightUpperArm_ry,RightUpperArm_rz,RightLowerArm_rx,RightLowerArm_ry,RightLowerArm_rz,RightHand_rx,RightHand_ry,RightHand_rz,LeftUpperLeg_rx,LeftUpperLeg_ry,LeftUpperLeg_rz,LeftLowerLeg_rx,LeftLowerLeg_ry,LeftLowerLeg_rz,LeftFootAnkle_rx,LeftFootAnkle_ry,LeftFootAnkle_rz,LeftToes_rx,LeftToes_ry,LeftToes_rz,RightUpperLeg_rx,RightUpperLeg_ry,RightUpperLeg_rz,RightLowerLeg_rx,RightLowerLeg_ry,RightLowerLeg_rz,RightFootAnkle_rx,RightFootAnkle_ry,RightFootAnkle_rz,RightToes_rx,RightToes_ry,RightToes_rz,Head_rx,Head_ry,Head_rz,LeftHandPinkyRoot_rx,LeftHandPinkyRoot_ry,LeftHandPinkyRoot_rz,LeftHandIndexRoot_rx,LeftHandIndexRoot_ry,LeftHandIndexRoot_rz,LeftHandThumbRoot_rx,LeftHandThumbRoot_ry,LeftHandThumbRoot_rz,RightHandPinkyRoot_rx,RightHandPinkyRoot_ry,RightHandPinkyRoot_rz,RightHandIndexRoot_rx,RightHandIndexRoot_ry,RightHandIndexRoot_rz,RightHandThumbRoot_rx,RightHandThumbRoot_ry,RightHandThumbRoot_rz,LeftHeel_rx,LeftHeel_ry,LeftHeel_rz,RightHeel_rx,RightHeel_ry,RightHeel_rz,LeftEye_rx,LeftEye_ry,LeftEye_rz,RightEye_rx,RightEye_ry,RightEye_rz,Nose_rx,Nose_ry,Nose_rz
82,,,,,,,152.67010908761011,0.513280042049031,13.553637526334398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,151.96669338194033,0.1651102085598019,13.322611309790458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,151.48714923873618,179.95947674540082,13.22857598753885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,150.64242771522598,179.43180977252996,13.048289855621197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,149.63624801922407,178.64565906589453,13.640318519677345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,149.32129187060048,177.90845848080346,13.301979941055293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,149.15526659584364,177.25532535717343,12.712675086875544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,148.52814727275307,176.59296206406154,11.972354549874968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,148.32677605555443,176.20036452742195,12.302389008307715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,147.80654797262596,175.90328666030234,11.854456084651137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,147.43168399912753,175.39740812224832,11.486152662931408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,146.92244887630554,175.16042371660112,11.880087931188283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,146.29657434897513,175.03834957841443,12.390597432925386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
