frame,mw-decreasing_by_half_lmw-balanced_ignorevisibility_excludebase,mw-decreasing_by_half_lmw-dempster_ignorevisibility_excludebase,mw-decreasing_by_quarter_lmw-balanced_ignorevisibility_excludebase,mw-decreasing_by_quarter_lmw-dempster_ignorevisibility_excludebase,mw-equal_lmw-balanced_ignorevisibility_excludebase,mw-equal_lmw-dempster_ignorevisibility_excludebase,mw-decreasing_by_half_lmw-balanced_byvisibility_includebase,mw-decreasing_by_half_lmw-dempster_byvisibility_includebase,mw-decreasing_by_quarter_lmw-balanced_byvisibility_includebase,mw-decreasing_by_quarter_lmw-dempster_byvisibility_includebase,mw-equal_lmw-balanced_byvisibility_includebase,mw-equal_lmw-dempster_byvisibility_includebase
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1823394637970662,0.1730900853491415,0.159547030822433,0.1514538246804989,0.1139621648731664,0.1081813033432134,0.0112484672368987,0.0114385564778375,0.0098424088322864,0.0100087369181078,0.0070302920230617,0.0071490977986484565
2,0.3298005223253427,0.3164511471554628,0.2929352576932735,0.2806108817038825,0.2202449652844829,0.2109381288816491,0.0205326978612188,0.0212132044683696,0.01822011013624,0.0187786914380379,0.0136200637477282,0.014028698813201936
3,0.5389817898905577,0.5222143302607957,0.474710032754305,0.4586319224250734,0.3674430064960867,0.3536263967791087,0.0345447189805843,0.0362222802583013,0.0303250604799131,0.0316696189964417,0.0231832768588239,0.024067511301014456
4,0.7409708195585785,0.7053283373166392,0.6595681290959263,0.6253972132772773,0.5265956105679009,0.4965630625314255,0.0495495550000913,0.0508635254950212,0.0437879787961139,0.0446975702411247,0.0344995373887795,0.034923455421429876
5,1.0028351747192508,0.9379772256257064,0.884731535851589,0.8255667370009414,0.7056066452466692,0.6556277957645292,0.0693435659788732,0.0697753964477155,0.0606636233268303,0.0608130958394554,0.0477231938986541,0.04751765586192686
6,1.293049897040924,1.2144739296641551,1.1425512401061784,1.0690113559537873,0.9117411299599272,0.8496093168671291,0.0877247304236952,0.0885924941611145,0.0768699201691231,0.0771905909188568,0.0603541446578369,0.06019329645098029
7,1.4823049772443078,1.3957881803397694,1.3229427277511168,1.238659393494366,1.0762043257863645,0.9985103566008824,0.1002468294617845,0.1015426672824143,0.0888452133966726,0.0892809821965661,0.0713336257424007,0.07074455311021585
8,1.6329183694800389,1.5438343750443069,1.4642014212343937,1.3766135091824772,1.2147639402051649,1.131121686080981,0.1105866777302282,0.1126089902454232,0.0984103254302352,0.0994312379229221,0.0805943434830793,0.08031485980828064
9,1.7942901645065843,1.7034320859720469,1.604855516907661,1.5156519548627756,1.3323383426336797,1.2472102144630453,0.1220046038020719,0.1249303059767043,0.1082474167682166,0.1100384807519419,0.0885034043278379,0.08882562615970982
