Hips.Xposition,Hips.Yposition,Hips.Zposition,Hips.Zrotation,Hips.Xrotation,Hips.Yrotation,Spine.Zrotation,Spine.Xrotation,Spine.Yrotation,Chest.Zrotation,Chest.Xrotation,Chest.Yrotation,Head.Zrotation,Head.Xrotation,Head.Yrotation,LeftUpperArm.Zrotation,LeftUpperArm.Xrotation,LeftUpperArm.Yrotation,LeftLowerArm.Zrotation,LeftLowerArm.Xrotation,LeftLowerArm.Yrotation,LeftHand.Zrotation,LeftHand.Xrotation,LeftHand.Yrotation,RightUpperArm.Zrotation,RightUpperArm.Xrotation,RightUpperArm.Yrotation,RightLowerArm.Zrotation,RightLowerArm.Xrotation,RightLowerArm.Yrotation,RightHand.Zrotation,RightHand.Xrotation,RightHand.Yrotation,LeftUpperLeg.Zrotation,LeftUpperLeg.Xrotation,LeftUpperLeg.Yrotation,LeftLowerLeg.Zrotation,LeftLowerLeg.Xrotation,LeftLowerLeg.Yrotation,LeftFootAnkle.Zrotation,LeftFootAnkle.Xrotation,LeftFootAnkle.Yrotation,RightUpperLeg.Zrotation,RightUpperLeg.Xrotation,RightUpperLeg.Yrotation,RightLowerLeg.Zrotation,RightLowerLeg.Xrotation,RightLowerLeg.Yrotation,RightFootAnkle.Zrotation,RightFootAnkle.Xrotation,RightFootAnkle.Yrotation
-0.121,-0.134,0.203,-2.635,6.724,5.319,-4.213,0.235,-9.348,-4.119,0.918,-9.341,-21.867,-1.878,-120.834,151.169,4.003,-127.853,149.823,-43.235,139.673,-148.959,-29.201,-152.065,91.928,3.690,-132.886,-144.824,35.022,129.155,-22.981,12.286,10.730,-114.039,-72.562,-28.093,-149.620,-21.034,180.000,-105.274,29.617,180.000,82.807,-74.973,168.894,-166.632,-42.366,180.000,-91.787,-40.197,180.000
-0.106,-0.138,0.185,-2.246,6.210,1.951,-3.889,0.104,-9.096,-3.823,0.718,-9.082,-24.184,-3.203,-118.608,156.922,5.825,-128.439,165.032,-25.409,148.073,-142.204,-49.444,-142.210,93.426,4.222,-140.080,-142.260,41.842,130.757,-28.060,26.206,0.908,-111.442,-74.280,-25.706,-150.693,-22.573,180.000,-103.578,29.042,180.000,79.525,-65.872,165.279,-171.013,-50.350,180.000,-93.493,-40.388,180.000
-0.100,-0.147,0.152,-2.200,6.252,-0.294,-3.624,-0.006,-9.411,-3.576,0.586,-9.393,-23.581,-5.778,-115.648,156.841,14.500,-125.950,169.755,-18.088,149.794,-134.933,-58.427,-131.481,96.756,0.389,-149.638,-149.772,38.734,137.040,-29.387,25.266,-20.463,-113.620,-75.095,-28.565,-151.569,-22.742,180.000,-102.146,29.116,180.000,80.046,-65.150,166.265,-171.360,-47.819,180.000,-94.053,-40.901,180.000
-0.097,-0.159,0.134,-2.554,5.414,-1.026,-3.459,-0.040,-9.903,-3.414,0.555,-9.882,-24.003,-5.851,-113.378,148.674,21.397,-127.190,151.480,-31.164,133.601,-148.361,-43.767,-149.849,93.919,3.705,-157.537,-161.571,24.009,140.684,-37.390,16.956,-37.177,-115.988,-77.669,-31.970,-150.516,-27.699,180.000,-102.746,29.147,180.000,76.208,-68.328,162.234,-171.206,-41.214,180.000,-95.153,-40.239,180.000
-0.099,-0.171,0.108,-3.007,4.342,-2.081,-3.416,-0.083,-10.791,-3.371,0.557,-10.767,-24.753,-5.825,-110.361,149.873,23.975,-132.719,140.712,-30.476,121.796,-151.373,-37.012,-155.286,92.333,4.382,-166.515,-170.752,13.119,144.344,-37.777,16.933,-54.895,-113.498,-78.382,-30.884,-150.796,-29.570,180.000,-105.167,29.763,180.000,73.303,-70.169,158.872,-171.241,-38.150,180.000,-97.074,-39.521,180.000
-0.101,-0.179,0.089,-3.456,3.731,-3.091,-3.449,-0.101,-11.215,-3.402,0.571,-11.189,-25.071,-5.676,-108.874,147.919,25.680,-135.762,133.260,-29.354,114.764,-152.710,-33.784,-158.961,92.272,3.914,-169.979,-169.097,15.096,143.513,-38.029,21.972,-59.166,-110.474,-78.816,-28.550,-151.373,-29.660,180.000,-104.987,29.793,180.000,73.410,-69.499,158.135,-171.058,-38.884,180.000,-97.197,-39.322,180.000
-0.097,-0.183,0.093,-3.668,3.308,-4.031,-3.438,-0.096,-11.197,-3.392,0.572,-11.171,-25.702,-7.031,-109.532,149.857,25.689,-137.494,145.550,-23.434,120.102,-153.055,-42.001,-156.003,94.085,6.873,-164.863,-165.372,17.390,138.870,-41.791,15.080,-48.652,-112.496,-79.976,-30.803,-150.358,-30.986,180.000,-103.948,29.668,180.000,65.791,-74.374,150.466,-170.805,-34.256,180.000,-96.466,-40.880,180.000
-0.097,-0.186,0.093,-3.854,2.719,-5.211,-3.386,-0.040,-11.466,-3.326,0.633,-11.444,-24.909,-10.073,-108.032,154.366,22.959,-141.222,150.687,-22.646,124.441,-152.112,-42.677,-154.699,93.194,6.472,-166.818,-155.838,27.105,135.444,-41.681,23.099,-39.227,-113.815,-81.050,-32.154,-149.674,-30.349,180.000,-103.722,29.805,180.000,71.961,-70.534,155.916,-171.201,-39.149,180.000,-97.339,-42.067,180.000
-0.093,-0.186,0.099,-3.852,2.828,-5.045,-3.281,-0.031,-11.510,-3.221,0.624,-11.489,-21.243,-13.207,-107.155,159.167,19.047,-142.095,159.359,-19.430,131.447,-154.558,-44.395,-154.285,92.492,13.219,-152.596,-154.035,29.565,135.376,-39.400,12.888,-21.007,-111.802,-80.158,-29.881,-150.299,-28.425,180.000,-99.990,29.933,180.000,77.170,-70.929,161.120,-170.497,-38.892,180.000,-96.107,-43.055,180.000
-0.086,-0.190,0.124,-3.183,4.181,-6.088,-3.004,-0.172,-12.209,-2.972,0.466,-12.184,-17.130,-17.905,-105.080,166.539,13.581,-140.835,175.060,-6.844,144.046,-71.600,-67.091,-81.063,95.399,15.286,-139.862,-145.447,44.788,135.652,-32.346,53.762,-13.306,-120.309,-78.927,-37.800,-149.571,-27.696,180.000,-100.121,31.034,180.000,88.155,-61.827,171.795,-170.213,-47.959,180.000,-96.099,-45.957,180.000
-0.085,-0.194,0.138,-3.002,3.933,-5.797,-3.250,-0.005,-11.653,-3.184,0.651,-11.635,-20.331,-17.504,-110.088,175.731,1.034,-141.569,-169.524,14.306,143.191,-98.838,-64.555,-96.239,89.587,16.881,-137.994,-141.931,41.471,130.215,-35.913,28.973,9.594,-118.587,-78.631,-35.713,-149.307,-27.510,180.000,-98.635,30.751,180.000,89.757,-64.228,173.498,-168.346,-46.934,180.000,-94.414,-45.839,180.000
-0.086,-0.201,0.143,-2.677,4.565,-5.784,-3.537,0.014,-11.905,-3.458,0.743,-11.884,-19.701,-19.112,-110.045,175.275,-7.712,-144.281,-171.113,13.062,145.320,-119.240,-62.104,-117.254,83.193,19.917,-130.660,-117.966,50.295,112.219,-30.570,42.028,28.173,-118.160,-76.732,-34.541,-149.306,-25.360,180.000,-97.452,29.565,180.000,93.283,-60.310,176.469,-166.854,-52.339,180.000,-93.928,-47.215,180.000
