Hips.Xposition,Hips.Yposition,Hips.Zposition,Hips.Zrotation,Hips.Xrotation,Hips.Yrotation,Spine.Zrotation,Spine.Xrotation,Spine.Yrotation,Chest.Zrotation,Chest.Xrotation,Chest.Yrotation,Head.Zrotation,Head.Xrotation,Head.Yrotation,LeftUpperArm.Zrotation,LeftUpperArm.Xrotation,LeftUpperArm.Yrotation,LeftLowerArm.Zrotation,LeftLowerArm.Xrotation,LeftLowerArm.Yrotation,LeftHand.Zrotation,LeftHand.Xrotation,LeftHand.Yrotation,RightUpperArm.Zrotation,RightUpperArm.Xrotation,RightUpperArm.Yrotation,RightLowerArm.Zrotation,RightLowerArm.Xrotation,RightLowerArm.Yrotation,RightHand.Zrotation,RightHand.Xrotation,RightHand.Yrotation,LeftUpperLeg.Zrotation,LeftUpperLeg.Xrotation,LeftUpperLeg.Yrotation,LeftLowerLeg.Zrotation,LeftLowerLeg.Xrotation,LeftLowerLeg.Yrotation,LeftFootAnkle.Zrotation,LeftFootAnkle.Xrotation,LeftFootAnkle.Yrotation,RightUpperLeg.Zrotation,RightUpperLeg.Xrotation,RightUpperLeg.Yrotation,RightLowerLeg.Zrotation,RightLowerLeg.Xrotation,RightLowerLeg.Yrotation,RightFootAnkle.Zrotation,RightFootAnkle.Xrotation,RightFootAnkle.Yrotation
-0.152,-0.255,-0.108,-12.715,-2.558,68.431,-3.754,1.951,-10.650,-3.312,2.668,-10.766,-5.572,29.012,-159.045,118.555,-2.374,-176.037,-138.217,69.770,136.399,-9.141,43.051,27.099,76.699,40.211,-153.907,-11.853,21.308,30.010,176.866,-0.964,-141.370,-164.032,-65.428,-75.978,-141.387,22.997,180.000,-118.072,-5.186,180.000,-169.261,-53.607,-83.855,-115.415,-14.981,180.000,-103.323,47.565,180.000
-0.182,-0.246,-0.099,-11.685,-2.786,66.745,-3.625,1.809,-9.908,-3.246,2.457,-10.012,-6.154,28.270,-158.646,115.794,13.851,-176.377,-155.969,49.279,149.532,0.044,22.113,17.549,75.597,48.004,-158.087,-10.088,21.289,26.106,169.909,8.068,-161.558,-142.499,-66.227,-55.493,-143.899,25.297,180.000,-122.935,-1.442,180.000,-159.225,-59.759,-75.724,-114.596,-12.167,180.000,-98.642,52.511,180.000
-0.189,-0.231,-0.071,-11.871,-2.331,63.119,-3.966,1.481,-9.380,-3.662,2.149,-9.467,-7.714,26.913,-156.240,114.609,27.674,178.975,-161.182,40.976,152.540,2.753,20.582,15.218,76.599,52.901,-160.462,-8.148,16.379,26.920,165.954,6.007,-163.279,-153.373,-67.625,-67.208,-144.197,20.091,180.000,-127.755,0.410,180.000,-150.679,-63.011,-67.257,-122.499,-9.015,180.000,-90.547,54.703,180.000
-0.169,-0.222,-0.052,-14.609,-1.069,61.480,-3.614,1.665,-8.862,-3.302,2.250,-8.956,-8.824,30.661,-157.750,109.965,19.460,-175.581,-174.828,4.742,132.408,-44.824,-35.681,-36.817,84.775,38.085,-163.262,1.329,-3.657,19.984,-135.388,-1.680,142.023,-167.548,-60.885,-83.152,-139.334,14.517,180.000,-130.025,1.677,180.000,-155.951,-64.390,-71.881,-128.853,-1.106,180.000,-89.961,55.716,180.000
-0.154,-0.223,-0.016,-16.828,0.412,59.429,-5.130,2.237,-10.917,-4.582,3.273,-11.091,-10.392,25.687,-150.751,115.708,-21.353,-163.284,136.302,-4.588,94.785,-50.843,-77.293,-116.055,86.637,41.809,-158.001,3.599,-13.965,14.606,-96.596,-43.935,116.492,-162.966,-53.496,-79.776,-134.729,10.486,180.000,-131.526,7.302,180.000,-171.609,-67.478,-88.618,-137.238,-16.981,180.000,-93.540,52.272,180.000
-0.153,-0.222,-0.015,-17.484,0.884,58.795,-5.226,2.427,-11.534,-4.598,3.541,-11.729,-11.377,23.310,-148.408,128.964,-39.128,-158.974,141.166,4.700,84.188,-40.109,-82.425,-110.285,85.036,47.740,-156.565,3.795,-11.155,18.926,-71.610,-31.688,132.815,-163.260,-53.881,-80.200,-134.721,12.418,180.000,-126.360,3.604,180.000,179.459,-69.040,-98.569,-142.793,-21.316,180.000,-96.697,51.445,180.000
-0.149,-0.228,-0.027,-18.076,0.949,59.297,-5.205,2.621,-12.890,-4.446,3.838,-13.104,-12.855,20.180,-145.288,151.052,-52.335,-141.944,40.913,11.706,103.176,-112.738,53.175,148.754,80.958,53.427,-151.945,3.681,-13.933,14.959,-66.416,51.256,-120.021,-163.065,-46.629,-75.234,-129.098,20.909,180.000,-122.845,0.619,180.000,162.171,-64.867,-113.864,-143.910,-31.203,180.000,-97.450,46.172,180.000
-0.147,-0.223,-0.037,-18.028,0.155,58.656,-5.417,2.481,-11.926,-4.746,3.672,-12.131,-11.792,20.300,-144.892,112.153,7.761,-165.987,88.783,-4.717,89.900,-139.936,-14.313,-175.533,90.295,40.654,-160.535,5.340,-15.709,19.045,-80.943,-24.155,148.960,-163.721,-48.147,-74.796,-130.733,21.428,180.000,-120.969,0.771,180.000,171.929,-67.209,-103.645,-144.017,-23.840,180.000,-92.541,44.643,180.000
-0.136,-0.217,-0.050,-17.520,-0.978,57.973,-5.906,2.378,-11.809,-5.253,3.667,-12.015,-7.498,16.886,-143.806,109.194,40.748,-167.223,162.114,-7.280,111.439,-32.452,-39.652,-39.819,85.336,48.910,-158.089,0.679,-2.267,16.679,-154.583,-24.225,109.616,-147.439,-52.154,-59.232,-140.425,37.330,180.000,-115.363,-4.909,180.000,-156.344,-72.527,-72.323,-150.065,-14.694,180.000,-92.733,46.879,180.000
-0.117,-0.213,-0.056,-18.141,-1.397,56.749,-5.983,2.820,-11.774,-5.224,4.161,-12.035,-7.052,16.586,-143.048,113.921,51.802,-165.552,169.538,-6.701,122.289,-27.739,-36.015,-37.924,88.925,41.235,-161.565,3.115,-8.148,21.005,-165.499,-9.525,105.670,-138.940,-58.559,-52.112,-150.998,38.851,180.000,-107.834,-0.746,180.000,-146.522,-74.248,-65.134,-152.938,-11.643,180.000,-89.721,45.862,180.000
-0.111,-0.214,-0.052,-18.983,-1.433,56.504,-5.437,3.074,-11.297,-4.668,4.273,-11.569,-8.395,16.426,-143.820,115.912,58.715,-162.635,168.263,-10.600,131.522,-24.242,-41.856,-36.837,87.816,41.089,-160.553,2.935,-7.536,21.354,-171.073,3.145,106.691,-133.664,-63.368,-48.507,-155.054,32.212,180.000,-102.908,2.613,180.000,-139.793,-73.286,-59.542,-153.726,-8.814,180.000,-86.990,43.166,180.000
-0.109,-0.216,-0.053,-18.744,-1.871,56.796,-4.761,3.095,-10.834,-4.040,4.107,-11.082,-6.660,14.135,-145.869,114.602,59.361,-164.393,166.420,-12.021,130.767,-28.584,-45.945,-41.775,84.209,42.919,-160.354,-0.750,1.624,24.789,-168.447,12.408,106.784,-121.235,-64.655,-38.026,-157.654,36.487,180.000,-102.932,1.537,180.000,-154.728,-77.821,-76.404,-155.940,-13.603,180.000,-87.967,43.074,180.000
-0.106,-0.216,-0.063,-17.571,-2.862,56.989,-4.997,2.362,-8.573,-4.555,3.219,-8.760,-2.138,12.644,-149.791,122.596,50.492,-171.048,171.709,-7.866,133.203,-24.902,-47.350,-38.021,88.377,39.888,-165.299,-0.560,1.228,24.506,-167.038,15.350,109.159,-137.780,-70.784,-53.630,-155.626,27.325,180.000,-102.650,4.964,180.000,-158.808,-78.386,-80.441,-154.132,-14.774,180.000,-87.640,42.792,180.000
-0.105,-0.217,-0.068,-16.763,-3.773,57.298,-4.878,2.112,-7.692,-4.525,2.867,-7.853,-1.485,13.802,-151.467,123.334,43.300,-171.316,171.138,-8.408,133.160,-32.066,-51.231,-47.403,92.414,28.782,-168.200,3.238,-7.780,22.683,-164.452,10.875,105.767,-153.964,-73.576,-69.416,-155.419,18.005,180.000,-101.954,5.545,180.000,-163.656,-78.606,-85.595,-152.945,-18.010,180.000,-87.631,42.688,180.000
-0.097,-0.216,-0.076,-15.129,-5.056,57.942,-5.696,1.761,-6.796,-5.426,2.539,-6.943,-0.234,17.033,-152.476,126.803,41.663,-171.515,171.684,-8.690,135.949,-35.124,-51.948,-50.518,89.370,36.649,-167.687,-1.303,3.078,22.953,-162.094,13.143,104.693,-167.723,-75.415,-82.022,-156.218,18.399,180.000,-102.971,1.513,180.000,-166.110,-77.917,-84.798,-151.963,-13.059,180.000,-88.004,44.562,180.000
