LShoulderPitch,LShoulderRoll,LElbowYaw,LElbowRoll,RShoulderPitch,RShoulderRoll,RElbowYaw,RElbowRoll
1.4272717223503655,0.15751488379205303,-0.6362836383073013,-1.4520529578219497,1.5849482622101263,-0.9762972853146845,-0.21255823719726363,0.5213324360678588
1.284938682750895,0.35134037279781993,-0.7107742997346161,-1.2900068497793313,1.4942454257001894,0.3142,-0.7794822787795432,0.7077331932662044
1.2608213450433454,0.3907008365521829,-0.6613076664225879,-1.0987625949200819,1.5289659477037216,0.3142,-0.7186332603391536,0.6445745927036954
1.3642161502956058,0.2776740573870644,-0.6352064823618983,-1.0593065287947854,1.5755224836835597,-0.12709516285581768,-0.6145070254731183,0.6683150318862752
1.3653201742101972,0.2880327900393691,-0.6826833917961982,-0.995700227779235,1.5103509982023737,0.3142,-0.7633349244465794,0.6861714143864402
1.394556790908362,0.28271609337535986,-0.781436878489826,-0.9421521761171506,1.5268948736497117,0.3142,-0.7047429136036363,0.7232560821586539
1.3953221736577968,0.28632759600424285,-0.9125982578952793,-1.0367636600765266,1.4970086862753131,0.3142,-0.7658764753336127,0.7957684158644063
1.3602894058144284,0.3319107123442009,-0.9749197635996243,-1.082889125222722,1.4764513015102692,0.3142,-0.9012169772374492,1.0540766070661147
1.2738821648761336,0.45249797980175943,-0.8489454771289636,-0.9975117520084388,1.4635300883532318,0.3142,-0.9352360429018891,1.0848338661701236
1.2669330442347242,0.48770649537536315,-0.9183376534252813,-0.9404623374030325,1.4667632876154364,0.3142,-0.9014031310791658,1.1040700989723629
1.309585987936637,0.4751246400368039,-0.971720352493452,-0.8259945272593576,1.5506154471856055,0.22864190717924981,-0.6963397284153598,1.2378723298578143
1.2220784234202737,0.6424915014728753,-1.0583694573819924,-0.8052776245972584,1.4724764822050846,0.3142,-0.6299413925054829,1.3552743763615365
1.1457453162940854,0.8393725733191284,-1.1306039474879253,-0.8373583058185408,1.3953579890084333,0.3142,-0.6723265091694217,1.4208609723628391
1.135830637078088,1.028841094987989,-1.1811994458714938,-0.9083091039408857,1.3676108316226068,0.3142,-0.6596638554019517,1.5012253162354543
1.1436173088046129,0.9509435850132879,-1.1409657921385277,-1.0188002731398462,1.3628433967993192,0.3142,-0.6886076866308664,1.5446
1.273775414194522,1.3265,-1.6196384170991027,-1.0920826013054492,1.3904936827245982,0.3142,-0.7861738839514902,1.5088437124942737
1.3489946969273052,0.1539930408717325,-0.9389939969472645,-0.879608832760249,1.4953919109073925,0.3142,-2.0857,0.6530524599286124
1.4715658741404005,0.0649996768169776,-1.1000944864735747,-0.8816437337137736,1.4411011481916243,0.3142,-2.0857,0.2300864512539296
1.4349889979950152,0.5561190954993909,-1.9134738958550932,-1.0781990530531231,1.6261740811462941,0.3142,-0.44211790783252064,1.5361594749882561
1.3219018057631982,0.5134605476398948,-0.9328273050802638,-1.2281719731502196,1.53602186005454,0.3142,-0.6740977348272249,1.5446
1.2837644918795958,0.5373232129801031,-0.874119411462217,-1.2346807459563338,1.5090117023784984,0.3142,-0.7426780309243968,1.4990657691168041
1.303540310921556,0.4549955479936332,-0.9461642693398954,-1.1412827003344321,1.4702202894901744,0.3142,-0.6632443841542847,1.5446
