HeadYaw,HeadPitch,LShoulderPitch,LShoulderRoll,LElbowYaw,LElbowRoll,RShoulderPitch,RShoulderRoll,RElbowYaw,RElbowRoll
0.6188960660000141,0.5149,1.794729249676857,0.2234240561625187,-0.8408531521940392,-0.42263369884632646,1.7974714712175466,0.22655257658566375,2.0857,0.0349
0.6228297611138068,0.5149,1.8126018405444873,0.24175329111257882,-0.9888402724092956,-0.5267192785019121,1.7827195087858605,0.21185364405501073,2.0857,0.0349
0.6276846283124996,0.5149,1.8286948099204898,0.25789691241267687,-1.0173888968120766,-0.5543369800342689,1.7799234012462755,0.20902947998862054,2.0857,0.08478306546068444
0.6260718853798695,0.5149,1.8480497975895251,0.27715098198474997,-1.0588901533406307,-0.569954495341691,1.777380495165543,0.2064729675952135,2.0857,0.06572743516503073
0.6312746588827155,0.5149,1.892519966559009,0.3204881064974334,-1.1749169764127845,-0.6322427902481907,1.7982770644954247,0.227344834248274,2.0857,0.06594001070046131
0.6319561889571352,0.5149,1.8870646387372862,0.3151457348946456,-1.1597109935454974,-0.6169150132852737,1.7958534830373982,0.22486281936433228,2.0857,0.06529739248253497
0.6342197001693146,0.5149,1.8735035992407634,0.3017290669803583,-1.1726137184698282,-0.6036748467687425,1.781882630402389,0.21090006248490245,2.0857,0.07307033384858452
0.6383270294506281,0.5149,1.8530939178393329,0.2814611366161146,-1.184349519024062,-0.5853477876675782,1.768347340755942,0.19736218745744294,2.0857,0.059419415921257386
0.6372137440365576,0.5149,1.8526172984137859,0.28098071467719077,-1.1750941683129064,-0.5853020026279057,1.770038249034788,0.19904493794788913,2.0857,0.06228916550320589
0.6346488166319743,0.5149,1.8508276190195692,0.27917257905255943,-1.167338645113932,-0.5880990934433082,1.772069749810954,0.20106436870454525,2.0857,0.07701748974296961
0.6393492669490588,0.5149,1.859339202305879,0.28733236156127884,-1.1648912482860778,-0.6139922819488183,1.8022521776973621,0.2312619658487327,2.0857,0.11655260347897735
0.6322234621829649,0.5149,1.8609899902149467,0.28835377322193767,-1.1763145759518423,-0.6216025664951271,1.8022072972892806,0.2310614540711431,2.0857,0.11876574424819697
0.6285795287050582,0.5149,1.864785808639956,0.2911570974215074,-1.205785930929602,-0.6461290701311563,1.797307870630806,0.22583909620558273,2.0857,0.13990731189744468
0.6268124407866196,0.5149,1.8562880576588037,0.2829129449428003,-1.1984976907835385,-0.6124839793518619,1.7596862097701635,0.18779529039096854,2.0857,0.0797738186214743
0.6263500268253206,0.5149,1.8428217327571466,0.269285420180462,-1.2587876670833387,-0.5711358459629827,1.7387806914298773,0.16667809830855185,2.0857,0.07335928520424544
0.624794334067517,0.5149,1.8399466044552795,0.2653597517552617,-1.246708779215154,-0.6408525217462574,1.7453306076511468,0.17279377251811368,2.0857,0.06730272376376363
0.6114568989762657,0.5149,1.8311647693406297,0.2555769926078262,-1.21589378242756,-0.7094513769474555,1.7485784190370628,0.17577828760787972,2.0857,0.09769854404007863
0.6001179010873876,0.5149,1.8305446977325546,0.25455396237072625,-1.2064333449759816,-0.7071223481973905,1.7477416449528962,0.17456538543951572,2.0857,0.1077618660212756
0.5793879186694181,0.5149,1.839650068857359,0.2632546960081492,-1.2056580691200622,-0.7422297755614505,1.7484575806510627,0.17522219778206338,2.0857,0.19604408114797953
0.5798267201160671,0.5149,1.8490686770444944,0.2706127255346038,-1.2155402185703785,-0.7454038387132308,1.746741167930175,0.17291581873118678,2.0857,0.2158632510632978
