LShoulderPitch,LShoulderRoll
0.10266365710427659,1.3265
0.09218884668851231,1.3265
0.08373629598278019,1.3265
0.07956679690410025,1.3265
0.06797456983198975,1.3265
0.06601123657271045,1.3265
0.06996097915217508,1.3265
0.08162432586128994,1.3265
0.09327561500738628,1.3265
0.10167583357474773,1.3265
0.09871006562428673,1.3265
0.10598651672554295,1.3265
0.11809944951238373,1.3265
0.13382728216812462,1.3265
0.135653619277489,1.3265
0.13559261741032547,1.3265
0.133603525495173,1.3265
0.1325195018354778,1.3265
0.13383836700631024,1.3265
0.13269457371799379,1.3265
0.13006794215677714,1.3265
0.12669077023915662,1.3265
0.12338437398190867,1.3265
0.12113428193771807,1.3265
0.11995747196685126,1.3265
0.11830027242786764,1.3265
0.12000171844245544,1.3265
0.1194311734220821,1.3265
0.1185373349975159,1.3265
0.11629316591785097,1.3265
0.11526655222245326,1.3265
0.11534325336558555,1.3265
0.1148889364176274,1.3265
0.11396576796375328,1.3265
0.1141829304643321,1.3265
0.11228840130406292,1.3265
0.11060814711804226,1.3265
0.10900772711400719,1.3265
0.10827647933404164,1.3265
0.1080800276463287,1.3265
0.10776116039612722,1.3265
0.10774219760574437,1.3265
0.10607701276242879,1.3265
0.10600851951056374,1.3265
0.1054435920073348,1.3265
0.10519109251387863,1.3265
0.10419370895864609,1.3265
0.10123723632573535,1.3265
0.09645189278109137,1.3265
0.0912587463563521,1.3265
0.08829909448073424,1.3265
0.08668728288485654,1.3265
0.08597797422819912,1.3265
0.08585290451920369,1.3265
0.08545936638540075,1.3265
0.08531349257705576,1.3265
0.08507614086764409,1.3265
0.08500725826238283,1.3265
0.08492087768563829,1.3265
0.08481639079608096,1.3265
0.0848147572816429,1.3265
0.08501805609263721,1.3265
0.08499881293619119,1.3265
0.0850527258761355,1.3265
0.08484303421468575,1.3265
0.08334837576034716,1.3265
0.08150485709331044,1.3265
0.08064108572601808,1.3265
0.08016193850899402,1.3265
0.07948470451376129,1.3265
0.0795641696430836,1.3265
0.07972622318780279,1.3265
0.0799119348978347,1.3265
0.08009267202598336,1.3265
0.07617928877239907,1.3265
0.07251768780006805,1.3265
0.06910541601458077,1.3265
0.06515044866430815,1.3265
0.06438149527623463,1.3265
0.0642647126447605,1.3265
0.06684637315292796,1.3265
0.0697552275834011,1.3265
0.07168879762433482,1.3265
0.07363251095685619,1.3265
0.0742746431139743,1.3265
0.07971328508268775,1.3265
0.0896429900817037,1.3265
0.09886316102095392,1.3265
0.10796721879867023,1.3265
0.11424849632381301,1.3265
0.11792522870447682,1.3265
0.11898011672137716,1.3265
0.12327907358174037,1.3265
0.12761380009723314,1.3265
0.1302810190051325,1.3265
0.13157475054278842,1.3265
0.13191066277480598,1.3265
0.13526869079041143,1.3265
0.1387669804314322,1.3265
0.14206144549733518,1.3265
0.14626414326168208,1.3265
0.14748242289687188,1.3265
0.1425926391703572,1.3265
0.13812022296317852,1.3265
0.1335011186538734,1.3265
0.12745270246858093,1.3265
0.12364550730018008,1.3265
0.11762661841843955,1.3265
0.11480216514923275,1.3265
0.10980941775995531,1.3265
0.10685901021069037,1.3265
0.10378741782574227,1.3265
0.09807626137157457,1.3265
0.09409194026049694,1.3265
0.09102825820541321,1.3265
0.08958440450666035,1.3265
0.09035517835803981,1.3265
0.09159303219764751,1.3265
0.09268147782860225,1.3265
0.09462855504925538,1.3265
0.09522143996932601,1.3265
0.09564442562204327,1.3265
0.09739139524365374,1.3265
0.10005957900012477,1.3265
0.10149194398111909,1.3265
0.10307849363390487,1.3265
0.10435329055997164,1.3265
0.11812863307291567,1.3265
0.12264858947435416,1.3265
0.12341862755182172,1.3265
0.12316712021116945,1.3265
0.11494973301248278,1.3265
0.11192509792270369,1.3265
0.10787830261097484,1.3265
0.09858760774319716,1.3265
0.08372753605057333,1.3265
0.031052739038361508,1.3265
0.021753012760316024,1.3265
0.015532653273780197,1.3265
-0.0022902363372921185,1.3265
-0.03344386752993455,1.3265
-0.0345174377866373,1.3265
-0.044734785082029806,1.3265
-0.054364338229492895,1.3265
-0.06939422614021608,1.3265
-0.07637944990297318,1.3265
-0.0808791811449969,1.3265
-0.08392208627549988,1.3265
-0.07643464305977947,1.3265
-0.08146726065884762,1.3265
-0.08098114552851494,1.3265
-0.08092609787444402,1.3265
-0.08347055741819302,1.3265
-0.08655881302560936,1.3265
-0.08751940732439996,1.3265
-0.09012392118681851,1.3265
-0.0954475398915896,1.3265
-0.1004531876562239,1.3265
-0.10667263512684927,1.3265
-0.11417718354661065,1.3265
-0.11851070980363576,1.3265
-0.1292059235908651,1.3265
-0.13558870509136706,1.3265
-0.14422656496821545,1.3265
-0.1559131410825916,1.3265
-0.16818856113402636,1.3265
