frame,WRIST_x,WRIST_y,WRIST_z,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_z,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_z,THUMB_IP_x,THUMB_IP_y,THUMB_IP_z,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_z,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_MCP_z,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_PIP_z,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_DIP_z,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,INDEX_FINGER_TIP_z,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_MCP_z,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_PIP_z,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_DIP_z,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,MIDDLE_FINGER_TIP_z,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_MCP_z,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_PIP_z,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_DIP_z,RING_FINGER_TIP_x,RING_FINGER_TIP_y,RING_FINGER_TIP_z,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_z,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_z,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_z,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_z
4,0.2656579315662384,0.542427122592926,-1.7201474022954244e-08,0.289504736661911,0.5473507642745972,-0.009929674677550793,0.3015514314174652,0.5611593723297119,-0.012675986625254154,0.3058379292488098,0.5746377110481262,-0.013189602643251419,0.31124013662338257,0.5847539901733398,-0.012389073148369789,0.2766685485839844,0.5798226594924927,-0.009116031229496002,0.28553667664527893,0.5984652638435364,-0.011496244929730892,0.2917594611644745,0.6058533787727356,-0.012602975592017174,0.2952445149421692,0.609386146068573,-0.012793917208909988,0.2584874629974365,0.5832051634788513,-0.005916104186326265,0.2665572464466095,0.6011368632316589,-0.006395794916898012,0.2721456289291382,0.6092946529388428,-0.007295671384781599,0.27615055441856384,0.6141558289527893,-0.008133919909596443,0.24609853327274323,0.5836291909217834,-0.0035526531282812357,0.25022998452186584,0.6001653075218201,-0.005544624291360378,0.25473707914352417,0.6081593036651611,-0.006167010869830847,0.25828561186790466,0.6137443780899048,-0.0063251168467104435,0.23932141065597534,0.5826992392539978,-0.0017629609210416675,0.24173200130462646,0.5964594483375549,-0.003771926974877715,0.24543939530849457,0.6035639643669128,-0.0028601656667888165,0.24898912012577057,0.608474850654602,-0.0014314161380752921
5,0.2510351240634918,0.5380024909973145,-1.739495303354488e-08,0.2775530219078064,0.54305100440979,-0.010385843925178051,0.2908746302127838,0.5575001239776611,-0.013201842084527016,0.29591044783592224,0.571978747844696,-0.014383002184331417,0.3010348379611969,0.5834628343582153,-0.013987847603857517,0.268353134393692,0.5776261687278748,-0.004762283060699701,0.2713705897331238,0.5964675545692444,-0.00809464417397976,0.2722412049770355,0.6068030595779419,-0.010413956828415394,0.2724514305591583,0.6141074895858765,-0.011782784014940262,0.2522827386856079,0.580003559589386,-0.001721590873785317,0.25695744156837463,0.5955432653427124,-0.004308758303523064,0.2624342143535614,0.6030372381210327,-0.00618197675794363,0.26642653346061707,0.6083481311798096,-0.007119346410036087,0.2407786101102829,0.5804429650306702,-5.513162977877073e-05,0.2448280304670334,0.5950167179107666,-0.0035961486864835024,0.25065428018569946,0.6020010709762573,-0.004154155496507883,0.254876971244812,0.607112467288971,-0.003722651395946741,0.2325257509946823,0.5802648663520813,0.000638617028016597,0.2363487184047699,0.5930674076080322,-0.002253415063023567,0.24119655787944794,0.5994950532913208,-0.002076170640066266,0.2456779181957245,0.603892982006073,-0.0008990823989734054
6,0.24504117667675018,0.5349970459938049,5.673712877296566e-08,0.2687901258468628,0.5411520600318909,-0.01101328432559967,0.2795976400375366,0.5547735691070557,-0.014726653695106506,0.28380921483039856,0.5677947998046875,-0.016901107504963875,0.28856325149536133,0.5790193676948547,-0.01780529133975506,0.25759243965148926,0.5747767090797424,-0.0059555452316999435,0.25928622484207153,0.594163179397583,-0.010748196393251419,0.2603211998939514,0.605807363986969,-0.01494656503200531,0.2618912160396576,0.6144140958786011,-0.017515234649181366,0.2445662021636963,0.5760515928268433,-0.003210084978491068,0.24603666365146637,0.5933099985122681,-0.006879025138914585,0.25176534056663513,0.6029035449028015,-0.010420490987598896,0.2581931948661804,0.6097197532653809,-0.012590881437063217,0.2354051172733307,0.5756587386131287,-0.0018788347952067852,0.2367573380470276,0.5912410020828247,-0.005369680002331734,0.24414898455142975,0.5991097092628479,-0.007300619501620531,0.2522740662097931,0.6044800281524658,-0.008027777075767517,0.2291516661643982,0.5742760896682739,-0.0017101801931858063,0.2304002046585083,0.5871942043304443,-0.004530901089310646,0.2363501787185669,0.5937455892562866,-0.00514601543545723,0.2445249706506729,0.5978419780731201,-0.0047083706595003605
7,0.22962594032287598,0.5278962254524231,-7.897668297118798e-09,0.25918543338775635,0.533385157585144,-0.01357592735439539,0.27164003252983093,0.5485064387321472,-0.01849631406366825,0.2755749225616455,0.5639495253562927,-0.02083124965429306,0.28107011318206787,0.5765657424926758,-0.021789459511637688,0.2464607059955597,0.5641621351242065,-0.015945786610245705,0.25147610902786255,0.5871595740318298,-0.021769018843770027,0.25521814823150635,0.6005986928939819,-0.024039674550294876,0.2573241889476776,0.6100947856903076,-0.024867799133062363,0.22906354069709778,0.5668420195579529,-0.01157305110245943,0.23544535040855408,0.5874357223510742,-0.0167569387704134,0.24514691531658173,0.59316486120224,-0.017315059900283813,0.25099918246269226,0.5954260230064392,-0.016576074063777924,0.21799586713314056,0.5675899386405945,-0.008077666163444519,0.22381851077079773,0.5873030424118042,-0.013737333007156849,0.2345205694437027,0.5913050770759583,-0.01219472847878933,0.2408531904220581,0.5917494297027588,-0.009564904496073723,0.2125416100025177,0.5676917433738708,-0.005642050877213478,0.21795591711997986,0.5837729573249817,-0.00947627518326044,0.22651129961013794,0.5886818766593933,-0.00810075830668211,0.2335217297077179,0.5894465446472168,-0.005744006484746933
8,0.22289201617240906,0.5282745361328125,-1.0838762110054745e-09,0.2522541284561157,0.5348904728889465,-0.011354544200003147,0.2652827799320221,0.5497732758522034,-0.01570018380880356,0.26981887221336365,0.5638662576675415,-0.01767132617533207,0.2749519348144531,0.5745586156845093,-0.018419384956359863,0.2401687055826187,0.5616357326507568,-0.02051856741309166,0.24835118651390076,0.5874788761138916,-0.029125845059752464,0.25460460782051086,0.6036550402641296,-0.03313382342457771,0.25886040925979614,0.6155198812484741,-0.03495616838335991,0.21995434165000916,0.564659595489502,-0.017701610922813416,0.22931542992591858,0.5884650349617004,-0.025716375559568405,0.24197918176651,0.5907381772994995,-0.02577120065689087,0.2478509247303009,0.5878489017486572,-0.02378789521753788,0.2081788182258606,0.5658133029937744,-0.01507971715182066,0.21770811080932617,0.5880140662193298,-0.02182442508637905,0.2304910570383072,0.5890145301818848,-0.018066823482513428,0.23584577441215515,0.5853928327560425,-0.013268118724226952,0.20384305715560913,0.5660187005996704,-0.013359767384827137,0.21104127168655396,0.5843878984451294,-0.01738656312227249,0.22202220559120178,0.5878382921218872,-0.014094270765781403,0.229414165019989,0.5854681730270386,-0.00988251157104969
9,0.215232253074646,0.5255653858184814,-2.7565926430384025e-08,0.24545854330062866,0.5323134064674377,-0.010421447455883026,0.2583589553833008,0.5481412410736084,-0.014964546076953411,0.2619113028049469,0.5638424158096313,-0.01722622662782669,0.2647244930267334,0.5753034949302673,-0.018463024869561195,0.23104432225227356,0.5566980838775635,-0.023180628195405006,0.23781058192253113,0.5833383798599243,-0.030972665175795555,0.24556046724319458,0.5982434749603271,-0.03263244777917862,0.2514225244522095,0.6088124513626099,-0.032912611961364746,0.21084719896316528,0.5605629682540894,-0.020805690437555313,0.22288644313812256,0.5872129797935486,-0.028464840725064278,0.23551461100578308,0.5911445021629333,-0.026750141754746437,0.2413281798362732,0.5896074771881104,-0.023914463818073273,0.1972239464521408,0.5621197819709778,-0.018236257135868073,0.20908775925636292,0.5860958099365234,-0.024514153599739075,0.22267496585845947,0.5885632038116455,-0.019259266555309296,0.22823002934455872,0.5861181616783142,-0.013921019621193409,0.19065874814987183,0.5627584457397461,-0.016459763050079346,0.19800041615962982,0.5814093947410583,-0.020365800708532333,0.20995517075061798,0.5852841734886169,-0.016958462074398994,0.21692954003810883,0.5837920308113098,-0.012984960339963436
10,0.20627713203430176,0.5223169326782227,-2.8756707237675982e-08,0.23722106218338013,0.5311830043792725,-0.009905639104545116,0.25019365549087524,0.5469372868537903,-0.014605757780373096,0.2533106207847595,0.5622774958610535,-0.017191428691148758,0.2566061317920685,0.5743424296379089,-0.01869899220764637,0.22277633845806122,0.5547230839729309,-0.01946757733821869,0.22625182569026947,0.5764902234077454,-0.027912329882383347,0.23113568127155304,0.5876184701919556,-0.03179505094885826,0.23581308126449585,0.5950034260749817,-0.033063579350709915,0.20147764682769775,0.5574631690979004,-0.01745208352804184,0.20602735877037048,0.5809504985809326,-0.023456353694200516,0.21660123765468597,0.590984582901001,-0.024152139201760292,0.22618050873279572,0.5957229137420654,-0.02379581518471241,0.18794266879558563,0.5586627125740051,-0.015587731264531612,0.19334524869918823,0.5803917050361633,-0.020819345489144325,0.20503352582454681,0.5884127020835876,-0.019017625600099564,0.2147943079471588,0.5913934111595154,-0.01652328297495842,0.18223290145397186,0.5591278672218323,-0.014373200945556164,0.18749868869781494,0.5768746733665466,-0.01808980666100979,0.19772084057331085,0.5841919183731079,-0.016094189137220383,0.2075316309928894,0.5869774222373962,-0.01330573856830597
11,0.2035582810640335,0.5202498435974121,2.6484501702839225e-08,0.23094414174556732,0.5306411981582642,-0.005494150798767805,0.2402089387178421,0.5460599064826965,-0.008270155638456345,0.24281635880470276,0.5604826807975769,-0.009792378172278404,0.24701157212257385,0.5717981457710266,-0.010444014333188534,0.21633128821849823,0.5546622276306152,-0.011739195324480534,0.21647007763385773,0.5769325494766235,-0.01711006462574005,0.2192397266626358,0.5884996056556702,-0.018813543021678925,0.2223278433084488,0.5959892272949219,-0.018463723361492157,0.19569306075572968,0.5557299256324768,-0.010788428597152233,0.1970149576663971,0.5791282653808594,-0.013471256010234356,0.20443911850452423,0.5895776748657227,-0.01244848221540451,0.21094946563243866,0.5951904654502869,-0.010878602042794228,0.1808716058731079,0.5552861094474792,-0.009861143305897713,0.18202994763851166,0.5768469572067261,-0.011642474681138992,0.18986567854881287,0.5853322148323059,-0.00850644800812006,0.19635073840618134,0.5892006158828735,-0.005323734134435654,0.17227846384048462,0.5542682409286499,-0.009402887895703316,0.1708901971578598,0.5715551972389221,-0.00980503112077713,0.17579613626003265,0.5795723795890808,-0.006456704344600439,0.18142957985401154,0.5839419364929199,-0.0028481176123023033
12,0.19889304041862488,0.5188842415809631,2.1981609421573012e-08,0.22838184237480164,0.529636561870575,-0.007069833111017942,0.23689399659633636,0.5458760261535645,-0.010102921165525913,0.23727254569530487,0.5607731938362122,-0.011113882064819336,0.2388291358947754,0.5728874206542969,-0.011089115403592587,0.20915977656841278,0.5543770790100098,-0.015455801971256733,0.2098412811756134,0.5781963467597961,-0.020268701016902924,0.21275509893894196,0.5897764563560486,-0.020633267238736153,0.21544897556304932,0.5970353484153748,-0.01917952671647072,0.18728545308113098,0.5547158718109131,-0.013079384341835976,0.18741661310195923,0.5787163972854614,-0.015447376295924187,0.19512589275836945,0.5873684287071228,-0.012613644823431969,0.2010745108127594,0.5908637046813965,-0.009270180948078632,0.17273348569869995,0.5537739396095276,-0.010670480318367481,0.172445148229599,0.5758593678474426,-0.012563509866595268,0.18096216022968292,0.5838844776153564,-0.008516129106283188,0.18732668459415436,0.5873044729232788,-0.0043394481763243675,0.1654016673564911,0.552760124206543,-0.00869735050946474,0.163137748837471,0.5702401399612427,-0.009702842682600021,0.16798599064350128,0.5785591006278992,-0.00638609379529953,0.17318028211593628,0.5830560326576233,-0.002427066443488002
13,0.19971109926700592,0.5146046280860901,4.672517039949753e-09,0.2275400608778,0.5274471640586853,-0.004811090882867575,0.23613713681697845,0.544402539730072,-0.005799573380500078,0.23666013777256012,0.5597060322761536,-0.005738556385040283,0.23720617592334747,0.5710479617118835,-0.004825222305953503,0.2072838395833969,0.5525282621383667,-0.00456690788269043,0.20798607170581818,0.5728030204772949,-0.007499261759221554,0.20884886384010315,0.5834801197052002,-0.009232844226062298,0.21005256474018097,0.5915309190750122,-0.009736170992255211,0.18609720468521118,0.5522913336753845,-0.004017092753201723,0.18509221076965332,0.5730137228965759,-0.005270618014037609,0.18808728456497192,0.5846592783927917,-0.006836791522800922,0.1916082799434662,0.5934891700744629,-0.007857246324419975,0.17137214541435242,0.5512217879295349,-0.0038225671742111444,0.16961629688739777,0.5704168081283569,-0.005840429570525885,0.1724357008934021,0.5814369320869446,-0.006987684406340122,0.17591600120067596,0.5897343158721924,-0.007367133628576994,0.16320231556892395,0.5500684380531311,-0.0038707947824150324,0.15957769751548767,0.565655529499054,-0.005477434024214745,0.16023039817810059,0.5749894380569458,-0.004804572556167841,0.16258443892002106,0.5822185277938843,-0.0035931344609707594
