frame,NOSE_x,NOSE_y,NOSE_distance,NOSE_vis,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_distance,LEFT_EYE_INNER_vis,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_distance,LEFT_EYE_vis,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_distance,LEFT_EYE_OUTER_vis,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_distance,RIGHT_EYE_INNER_vis,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_distance,RIGHT_EYE_vis,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_distance,RIGHT_EYE_OUTER_vis,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_distance,LEFT_EAR_vis,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_distance,RIGHT_EAR_vis,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_distance,MOUTH_LEFT_vis,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_distance,MOUTH_RIGHT_vis,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_distance,LEFT_SHOULDER_vis,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_distance,RIGHT_SHOULDER_vis,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_distance,LEFT_ELBOW_vis,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_distance,RIGHT_ELBOW_vis,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_distance,LEFT_WRIST_vis,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_distance,RIGHT_WRIST_vis,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_distance,LEFT_PINKY_vis,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_distance,RIGHT_PINKY_vis,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_distance,LEFT_INDEX_vis,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_distance,RIGHT_INDEX_vis,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_distance,LEFT_THUMB_vis,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_distance,RIGHT_THUMB_vis,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_distance,LEFT_HIP_vis,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_distance,RIGHT_HIP_vis,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_distance,LEFT_KNEE_vis,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_distance,RIGHT_KNEE_vis,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_distance,LEFT_ANKLE_vis,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_distance,RIGHT_ANKLE_vis,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_distance,LEFT_HEEL_vis,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_distance,RIGHT_HEEL_vis,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_distance,LEFT_FOOT_INDEX_vis,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_distance,RIGHT_FOOT_INDEX_vis
0,966.5730285644531,519.4219422340393,-415.2078151702881,0.9999997615814209,970.6177139282227,508.8528907299042,-410.4925060272217,0.9999996423721313,974.721794128418,508.3681297302246,-410.7018184661865,0.9999996423721313,980.1736450195312,507.5975525379181,-410.70794105529785,0.9999997615814209,964.0220260620117,509.41264629364014,-397.6011657714844,0.9999996423721313,962.2591781616211,509.2412853240967,-397.86123275756836,0.9999997615814209,960.3948211669922,509.07500982284546,-397.96889305114746,0.9999996423721313,995.5377960205078,507.3055565357208,-346.0177803039551,0.9999998807907104,966.1212158203125,510.31509160995483,-289.6304225921631,0.9999996423721313,979.3896102905273,525.5308127403259,-388.0346202850342,0.9999998807907104,969.184455871582,528.6982548236847,-373.2472801208496,0.9999997615814209,1042.9738998413086,559.1700911521912,-320.1775932312012,0.9999988079071045,967.9606246948242,575.0928854942322,-135.71489810943604,0.999996542930603,1115.9247207641602,584.9467206001282,-338.1103706359863,0.9997844099998474,948.6088943481445,630.5309915542603,-70.95137357711792,0.9638458490371704,1183.2114028930664,617.5884103775024,-395.2320957183838,0.9997660517692566,923.1564331054688,700.8485984802246,-87.82482147216797,0.9915526509284973,1208.060073852539,620.149941444397,-431.91335678100586,0.999180257320404,909.7421836853027,717.0585608482361,-92.7137303352356,0.9860839247703552,1206.141357421875,628.5364580154419,-449.60680961608887,0.9992526173591614,910.2031517028809,719.3897652626038,-129.13686275482178,0.9885067939758301,1196.9520950317383,630.7490873336792,-403.68398666381836,0.9989213943481445,916.6213417053223,714.5516180992126,-104.32751655578613,0.9869714379310608,1095.3314208984375,653.4445023536682,-61.010563373565674,0.9999226331710815,1054.734992980957,665.7758617401123,60.79148054122925,0.9999525547027588,1022.3689270019531,723.2717156410217,-133.7321662902832,0.9978498220443726,1009.9552917480469,767.9427909851074,-8.89338880777359,0.997368574142456,1026.0777282714844,774.1454529762268,84.74381446838379,0.9588207006454468,1023.5868072509766,899.3559265136719,118.35255146026611,0.9865381717681885,1032.3023986816406,776.9342851638794,106.1613392829895,0.9108365774154663,1023.4444427490234,913.8750672340393,130.04236221313477,0.9331925511360168,1012.8928756713867,806.8672227859497,69.29335355758667,0.9656848907470703,1033.7422943115234,930.8087110519409,66.44235849380493,0.9792641997337341
1,966.7313003540039,519.3020153045654,-488.66323471069336,0.9999997615814209,970.7743835449219,508.22444915771484,-485.6252861022949,0.9999996423721313,974.9945068359375,507.40166544914246,-485.87236404418945,0.9999996423721313,980.5016326904297,506.7232060432434,-485.82836151123047,0.9999997615814209,964.2768859863281,509.2706072330475,-467.8132724761963,0.9999996423721313,962.636604309082,509.1340398788452,-468.1410026550293,0.9999997615814209,960.9088897705078,508.9625823497772,-468.22174072265625,0.9999996423721313,995.9796524047852,506.4411234855652,-412.5553321838379,0.9999998807907104,968.682975769043,509.2732787132263,-332.7067565917969,0.9999996423721313,979.4258880615234,525.6582713127136,-457.3512840270996,0.9999998807907104,969.1953277587891,528.0820763111115,-435.71105003356934,0.9999997615814209,1048.4786224365234,557.1054553985596,-365.5344772338867,0.9999988675117493,969.6820449829102,573.1868004798889,-158.4012794494629,0.9999967217445374,1116.5272521972656,586.473069190979,-405.3581714630127,0.9997647404670715,948.621826171875,631.1840558052063,-97.04381704330444,0.9661596417427063,1184.176025390625,617.7997469902039,-510.9583282470703,0.999757707118988,923.140754699707,702.0638966560364,-192.67457485198975,0.9922978281974792,1208.0627059936523,620.884759426117,-557.7046966552734,0.9991620779037476,909.7871589660645,718.3064961433411,-210.97811222076416,0.9872804880142212,1207.217788696289,628.2262444496155,-583.923168182373,0.9992451667785645,910.0031661987305,720.3195691108704,-259.83853340148926,0.9895055294036865,1198.3307647705078,630.1389598846436,-524.1655540466309,0.99891597032547,916.3908004760742,715.1845979690552,-216.51105880737305,0.9880796670913696,1094.8774337768555,656.2475609779358,-62.41711378097534,0.99992436170578,1047.9972839355469,666.2162375450134,62.164177894592285,0.9999523758888245,1028.0358123779297,768.9648413658142,-139.43285465240479,0.9976533055305481,969.7288513183594,757.7559542655945,-22.208329439163208,0.9950898885726929,1026.0675430297852,890.0498414039612,8.985476195812225,0.9611397981643677,970.5214691162109,882.2358584403992,78.31743478775024,0.9790716171264648,1028.2420349121094,907.8476285934448,19.839279055595398,0.9165101647377014,972.4517440795898,900.2976393699646,85.24569511413574,0.9187164306640625,1025.8752822875977,925.2488780021667,-83.17965745925903,0.9679365158081055,957.9921340942383,914.7374725341797,-16.593359112739563,0.9757257103919983
2,966.500244140625,518.8775718212128,-466.5132236480713,0.9999997615814209,970.5084228515625,507.63810753822327,-462.5965690612793,0.9999996423721313,974.6615982055664,506.941237449646,-462.852144241333,0.9999996423721313,980.0323104858398,506.1561119556427,-462.8178119659424,0.9999997615814209,963.5929870605469,508.4663951396942,-447.27124214172363,0.9999996423721313,961.9895553588867,508.38879346847534,-447.61425018310547,0.9999997615814209,960.2994918823242,508.18724155426025,-447.7120113372803,0.9999996423721313,995.994873046875,506.3018524646759,-387.38757133483887,0.9999998807907104,968.5610961914062,508.1841516494751,-319.1677951812744,0.9999996423721313,978.5012054443359,525.6500959396362,-434.0105724334717,0.9999998807907104,968.5664749145508,527.604364156723,-415.84141731262207,0.9999997615814209,1049.186668395996,554.5922684669495,-352.5197124481201,0.9999988675117493,969.6400451660156,571.3301539421082,-152.11400985717773,0.9999968409538269,1116.8280029296875,586.5459394454956,-376.28954887390137,0.9995532035827637,945.4016304016113,632.6590991020203,-93.27178716659546,0.9676795601844788,1184.5992279052734,617.1851778030396,-469.0165328979492,0.9996343851089478,922.031135559082,703.7473154067993,-200.80517292022705,0.992891252040863,1208.052749633789,620.6624794006348,-521.0501861572266,0.9988457560539246,909.7898483276367,721.205084323883,-220.76029300689697,0.9882032871246338,1207.5310134887695,627.4914264678955,-514.4798469543457,0.99899822473526,909.8725318908691,722.6879811286926,-266.6993522644043,0.9902710318565369,1199.0193557739258,629.1881704330444,-468.9092445373535,0.9986231327056885,915.9987258911133,718.0989575386047,-223.534255027771,0.9889108538627625,1089.822006225586,660.0308918952942,-62.386958599090576,0.9999271631240845,1044.3537139892578,666.2275671958923,62.14529514312744,0.9999532103538513,1027.4481582641602,776.6639184951782,-136.07934951782227,0.995150089263916,965.3708267211914,756.5481233596802,-27.827598452568054,0.9900500774383545,1025.4589462280273,894.6019148826599,17.819800972938538,0.9593420624732971,965.2234268188477,882.7646827697754,91.55653953552246,0.9701249003410339,1024.4655990600586,910.7343077659607,28.45154643058777,0.9142277836799622,959.2222023010254,897.7370095252991,100.90727090835571,0.9024742841720581,985.2706146240234,943.0430603027344,-74.13961172103882,0.9675660133361816,947.1588134765625,917.2768592834473,7.196178585290909,0.9701116681098938
3,963.797492980957,516.9945001602173,-394.3813705444336,0.9999997615814209,968.5163497924805,506.3188147544861,-392.45163917541504,0.9999995827674866,972.5340270996094,505.33616065979004,-392.733678817749,0.9999995827674866,977.6234436035156,504.4975733757019,-392.6988887786865,0.9999997615814209,960.8355331420898,507.63739943504333,-374.96872901916504,0.9999996423721313,959.1701316833496,507.5756013393402,-375.3296184539795,0.9999997615814209,957.6756477355957,507.35390067100525,-375.47404289245605,0.9999996423721313,994.7013473510742,505.19116044044495,-327.35246658325195,0.9999998211860657,966.4265441894531,507.0078957080841,-249.94528770446777,0.9999995231628418,976.0771179199219,524.5450365543365,-365.88083267211914,0.9999998211860657,965.9550476074219,525.8526134490967,-344.9989128112793,0.9999997019767761,1049.0946578979492,553.642315864563,-293.2907295227051,0.9999988079071045,969.2472839355469,569.4735717773438,-88.34295988082886,0.9999968409538269,1117.0415496826172,586.0738277435303,-275.5269527435303,0.999228298664093,942.7070045471191,631.7675971984863,-16.03780746459961,0.9661431312561035,1185.131607055664,614.3197417259216,-292.5520992279053,0.9991030097007751,918.4109115600586,702.2905540466309,-99.4825530052185,0.9931425452232361,1208.236312866211,619.1461086273193,-315.4834270477295,0.997337281703949,907.5557899475098,721.1650443077087,-108.97500514984131,0.9884036779403687,1208.0415344238281,624.3194460868835,-341.4788246154785,0.9977378249168396,907.1048355102539,722.7468180656433,-160.20990371704102,0.9904218316078186,1199.5152282714844,625.3835320472717,-302.4198532104492,0.9972207546234131,912.4951171875,717.9161381721497,-123.37300300598145,0.9890518188476562,1084.958381652832,665.2811551094055,-70.44453620910645,0.9999219179153442,1044.8724746704102,670.3516244888306,69.98745918273926,0.9999500513076782,970.8604431152344,759.2024803161621,-135.99197387695312,0.9881718158721924,1013.3306121826172,768.5965633392334,42.84711956977844,0.9725252389907837,897.4605560302734,868.9891147613525,-94.59124803543091,0.9587832689285278,1006.5658950805664,884.358880519867,145.4949188232422,0.9616295099258423,906.6086196899414,886.5415120124817,-95.81143140792847,0.9168866872787476,1007.6134872436523,903.5444211959839,152.8138303756714,0.8921428918838501,878.1989479064941,912.7275538444519,-199.1361665725708,0.9680988788604736,1007.7504730224609,920.7533884048462,58.713144063949585,0.9631483554840088
4,960.2209854125977,514.6224510669708,-321.8954372406006,0.9999997019767761,964.2166900634766,504.21265840530396,-318.56297492980957,0.9999995231628418,968.3577346801758,502.8980004787445,-318.85196685791016,0.9999995231628418,972.8784942626953,502.17299938201904,-318.8257884979248,0.9999997019767761,958.3656120300293,505.32875776290894,-300.96920013427734,0.9999995827674866,956.9447708129883,505.070139169693,-301.3129234313965,0.9999997019767761,955.3311538696289,504.596289396286,-301.44782066345215,0.9999995827674866,991.0758590698242,503.31385016441345,-259.5278835296631,0.9999997615814209,963.889045715332,504.3001413345337,-181.2364912033081,0.9999993443489075,972.1564865112305,522.7101480960846,-296.87307357788086,0.9999997615814209,962.4876022338867,523.5664057731628,-275.7704544067383,0.9999995827674866,1043.5128021240234,551.9883155822754,-245.51862716674805,0.9999986886978149,965.0979995727539,568.5045003890991,-36.449986696243286,0.9999966621398926,1116.1809539794922,582.591826915741,-245.04916191101074,0.9987496137619019,936.5690231323242,631.6485714912415,0.3504753392189741,0.9621092677116394,1184.7854232788086,611.9170832633972,-273.01772117614746,0.9979983568191528,911.803150177002,702.2725296020508,-102.28948831558228,0.9926837682723999,1207.4507904052734,618.1483912467957,-296.58740043640137,0.9946394562721252,902.6748275756836,721.713502407074,-109.49942350387573,0.9873188138008118,1207.9603958129883,621.8991494178772,-322.0078182220459,0.9953821897506714,902.2920799255371,723.2997179031372,-162.25356101989746,0.9894111156463623,1199.3280029296875,622.4450969696045,-283.1019401550293,0.9946730732917786,907.7661895751953,718.3251643180847,-123.71603965759277,0.9880415797233582,1066.5900421142578,665.95951795578,-77.11832284927368,0.9999260306358337,1041.7435455322266,672.7754616737366,76.57286882400513,0.9999520778656006,963.6767578125,755.9050369262695,-153.5855197906494,0.9858755469322205,1016.7061614990234,774.5216488838196,47.69419312477112,0.9598588347434998,890.9708404541016,871.3066720962524,-124.69568252563477,0.9613416194915771,1018.1732940673828,885.3918099403381,182.909574508667,0.9580000638961792,901.5895843505859,888.4338212013245,-126.10902786254883,0.9226630330085754,1019.9237823486328,904.5310020446777,194.34750080108643,0.8917353749275208,867.9723930358887,922.1694016456604,-224.6808385848999,0.9701185822486877,1026.9847869873047,921.4827346801758,120.47856330871582,0.9599733948707581
5,954.9308967590332,510.6409800052643,-356.24942779541016,0.9999997019767761,959.4154930114746,500.5784475803375,-351.8917179107666,0.9999995231628418,962.7024078369141,499.5416557788849,-352.18420028686523,0.9999995231628418,967.0636367797852,498.8556969165802,-352.15453147888184,0.9999997019767761,953.8458824157715,501.2801456451416,-334.8665142059326,0.9999995827674866,952.3444175720215,500.8017575740814,-335.21129608154297,0.9999997019767761,950.6905174255371,500.0972592830658,-335.34167289733887,0.9999995827674866,985.649299621582,500.26211857795715,-287.1566390991211,0.9999997615814209,960.3504180908203,499.98074412345886,-211.31103515625,0.9999993443489075,966.0422515869141,518.9103376865387,-329.2236614227295,0.9999997615814209,957.3098373413086,519.6878671646118,-308.8905429840088,0.9999995827674866,1036.6034317016602,549.0668106079102,-265.9731388092041,0.9999986290931702,959.7901153564453,567.1739101409912,-67.38821983337402,0.9999966025352478,1112.9279708862305,578.91934633255,-279.0439796447754,0.9986054301261902,928.0315017700195,631.5184092521667,-3.179779350757599,0.96243816614151,1181.0094451904297,606.8544030189514,-330.146484375,0.9976868629455566,902.5798416137695,702.6200151443481,-176.6824436187744,0.9927011132240295,1202.6518249511719,614.9805307388306,-360.25328636169434,0.9939119219779968,892.9213714599609,722.0510101318359,-195.87477207183838,0.987123429775238,1203.7554931640625,617.6330208778381,-384.58462715148926,0.9947579503059387,893.137149810791,724.1906404495239,-241.4589500427246,0.9891854524612427,1195.2799987792969,617.7525615692139,-340.5640125274658,0.9939923286437988,900.3929901123047,719.1126394271851,-200.0110101699829,0.9878682494163513,1061.4641189575195,666.644446849823,-75.5939769744873,0.9999317526817322,1031.0397720336914,674.3666982650757,75.09273290634155,0.9999555349349976,981.3963317871094,760.1677536964417,-147.7745246887207,0.9859360456466675,1015.7304382324219,775.9810495376587,30.970730781555176,0.9594618678092957,895.2975654602051,868.2087850570679,-68.6962366104126,0.9643309116363525,1022.2618103027344,888.0555009841919,174.82412338256836,0.9594368934631348,901.6904067993164,886.8392372131348,-66.09930753707886,0.9287598133087158,1024.6044158935547,905.7669639587402,187.09872722625732,0.8977535963058472,868.8066673278809,923.2882046699524,-165.14860153198242,0.9724557399749756,1030.6476974487305,921.7541313171387,108.55389833450317,0.961416482925415
6,949.5184707641602,507.09129095077515,-418.7029838562012,0.9999995827674866,953.876781463623,496.9042932987213,-417.16492652893066,0.9999991655349731,957.2269821166992,496.16081714630127,-417.4771785736084,0.9999991059303284,960.8990478515625,495.4744076728821,-417.39712715148926,0.9999992847442627,947.3637199401855,496.6878390312195,-398.9709663391113,0.9999993443489075,946.0770034790039,495.9267246723175,-399.3416404724121,0.9999995231628418,944.6453475952148,495.1191008090973,-399.45536613464355,0.9999994039535522,978.0767440795898,495.9923207759857,-357.072057723999,0.999999463558197,955.935115814209,495.1922929286957,-273.73117446899414,0.9999988675117493,960.4593658447266,515.7012462615967,-392.50104904174805,0.9999995231628418,951.2961959838867,516.1970150470734,-370.043249130249,0.9999992847442627,1028.88427734375,545.9426593780518,-310.9948539733887,0.9999985098838806,953.8229370117188,563.7157273292542,-133.35392475128174,0.9999964833259583,1105.2935028076172,574.6226406097412,-360.155725479126,0.9984832406044006,918.2240867614746,630.3829979896545,-102.34755277633667,0.9645096063613892,1176.3010025024414,597.7530884742737,-481.5933036804199,0.9974642992019653,889.7406578063965,700.8494353294373,-245.66720008850098,0.9931937456130981,1199.212303161621,606.187047958374,-521.9525527954102,0.993381679058075,881.2693405151367,721.9633340835571,-270.1197624206543,0.9878682494163513,1200.2205276489258,610.971314907074,-553.2015037536621,0.9942837357521057,880.162353515625,724.0590620040894,-316.67269706726074,0.9898006319999695,1191.1729431152344,610.6646418571472,-496.8387794494629,0.9933779239654541,886.5788841247559,718.8450407981873,-269.7128105163574,0.9885522127151489,1057.9535293579102,665.8920550346375,-65.34682273864746,0.9999366402626038,1014.6399307250977,672.0719933509827,64.90702629089355,0.9999582171440125,1013.3612823486328,773.0446100234985,-120.04848003387451,0.985897958278656,946.6647148132324,771.0879278182983,-3.265688940882683,0.961304247379303,1011.9052505493164,887.1703720092773,28.424203991889954,0.9647493958473206,902.8849411010742,878.063006401062,111.18553876876831,0.9614377021789551,1010.9156799316406,906.0966181755066,35.67540764808655,0.9239581227302551,912.1231269836426,898.5455346107483,117.7732515335083,0.9009265899658203,1021.1421203613281,928.6476445198059,-118.57442378997803,0.9722244739532471,874.2284202575684,926.1129570007324,3.418131172657013,0.9633556008338928
7,943.5294342041016,499.95934009552,-460.30529022216797,0.9999994039535522,947.834358215332,488.8889193534851,-457.16185569763184,0.9999986290931702,951.7670631408691,488.8652300834656,-457.463321685791,0.9999984502792358,955.8039093017578,488.7489402294159,-457.3850727081299,0.9999987483024597,941.7105102539062,488.6521875858307,-439.6651554107666,0.9999989867210388,940.5867576599121,488.2279694080353,-440.0288772583008,0.9999992847442627,939.2662239074707,487.7030074596405,-440.1484966278076,0.9999991655349731,971.9372177124023,489.5086705684662,-387.96916007995605,0.9999990463256836,950.844841003418,488.77456068992615,-308.1451606750488,0.9999982118606567,954.3869018554688,509.27926540374756,-430.7244300842285,0.9999992847442627,944.9863815307617,509.9108934402466,-409.29883003234863,0.999998927116394,1024.9836730957031,539.281919002533,-328.390417098999,0.9999983310699463,946.7054557800293,561.5565919876099,-162.26504802703857,0.9999964237213135,1095.2803802490234,568.5323095321655,-364.95091438293457,0.998269259929657,909.0586280822754,626.5627813339233,-133.8021183013916,0.9654629230499268,1171.2566757202148,589.8173761367798,-486.00059509277344,0.9967631101608276,877.0064163208008,695.4703617095947,-282.236852645874,0.9932705163955688,1192.9484939575195,600.7323360443115,-526.7398452758789,0.9915363788604736,867.7122688293457,718.1650042533875,-310.3021430969238,0.9876605272293091,1194.0485000610352,604.911367893219,-560.6777572631836,0.9926965236663818,867.5946807861328,720.7907152175903,-358.5160446166992,0.9896062016487122,1185.2579498291016,603.1544351577759,-502.342472076416,0.9914483428001404,874.1465950012207,714.8067283630371,-307.3198986053467,0.9883202314376831,1051.6035461425781,662.789146900177,-57.18971371650696,0.9999410510063171,1004.7927474975586,666.7624425888062,56.79281830787659,0.999960720539093,1018.6699676513672,772.3266577720642,-114.36934232711792,0.9839728474617004,944.5296478271484,766.4020228385925,-27.92267382144928,0.9605130553245544,1023.8402938842773,888.8143944740295,46.333311796188354,0.9605478048324585,900.8133888244629,877.5665616989136,88.15939664840698,0.960658073425293,1024.1459655761719,906.6117310523987,54.284666776657104,0.9069628715515137,911.2703132629395,894.5627117156982,94.23020839691162,0.895854651927948,1034.8260498046875,928.5696887969971,-94.09905195236206,0.9685927629470825,872.8706932067871,927.5186705589294,-35.38135886192322,0.9630995392799377
8,936.0253143310547,493.2257616519928,-203.76381397247314,0.9999990463256836,940.9558868408203,481.5527129173279,-195.45474529266357,0.999997615814209,945.0069808959961,481.32428526878357,-195.7209062576294,0.9999972581863403,949.1538619995117,481.56153202056885,-195.64619064331055,0.9999977946281433,935.4633522033691,482.0242774486542,-177.2490406036377,0.9999983906745911,934.3988227844238,481.91690325737,-177.5910186767578,0.9999988079071045,933.1827735900879,481.69021368026733,-177.69279956817627,0.9999988079071045,965.9341049194336,482.96322226524353,-140.05056381225586,0.9999983310699463,945.296745300293,483.2990562915802,-57.11739420890808,0.9999971985816956,947.5015640258789,503.4454607963562,-182.4519395828247,0.9999988675117493,937.569522857666,503.2528245449066,-160.17242431640625,0.9999983906745911,1019.6947860717773,534.3121290206909,-135.9429931640625,0.9999980926513672,938.8082885742188,560.0720858573914,46.04535698890686,0.9999962449073792,1085.3568649291992,561.3169956207275,-194.71539974212646,0.9970158934593201,897.011604309082,621.2808465957642,53.61145734786987,0.9629472494125366,1166.9611358642578,583.0472660064697,-318.79222869873047,0.9935291409492493,861.9173812866211,685.6604933738708,-97.74071216583252,0.9924960136413574,1188.9564514160156,594.8252749443054,-354.79516983032227,0.9851297736167908,852.1109962463379,708.7825727462769,-120.62238693237305,0.9860737323760986,1190.6417083740234,597.5516653060913,-382.7650451660156,0.9868154525756836,851.158618927002,710.5287551879883,-163.07255744934082,0.988085925579071,1181.7542266845703,594.7679829597473,-333.30153465270996,0.9849913120269775,857.7889823913574,704.325385093689,-121.23713493347168,0.9869018793106079,1046.7097091674805,659.2485022544861,-57.900967597961426,0.9999463558197021,994.4707489013672,664.6548056602478,57.559568881988525,0.9999641180038452,1016.7110824584961,772.6871466636658,-141.82069301605225,0.9833411574363708,942.4638748168945,766.4758586883545,-24.14746105670929,0.9599758386611938,1024.3940734863281,888.1857919692993,-0.041357658337801695,0.958634614944458,906.375675201416,879.2369771003723,48.76588582992554,0.961872935295105,1022.2148895263672,904.4172549247742,6.40314057469368,0.8971574902534485,915.5373573303223,898.6625647544861,50.636329650878906,0.8981137275695801,1029.1319274902344,929.9123811721802,-122.14686870574951,0.9662728905677795,874.9394989013672,936.0730719566345,-66.08939409255981,0.9642379283905029
9,927.865161895752,484.2425072193146,-309.3847846984863,0.9999980926513672,934.0903472900391,474.2300570011139,-311.03150367736816,0.9999942779541016,937.6818466186523,474.39945459365845,-311.266393661499,0.9999936819076538,941.7178344726562,474.514456987381,-311.23157501220703,0.9999946355819702,928.4157371520996,473.81134271621704,-289.7032642364502,0.9999964237213135,927.5874710083008,473.7303936481476,-289.97036933898926,0.9999974966049194,926.579647064209,473.5447096824646,-290.00925064086914,0.999997615814209,959.2450904846191,477.3740351200104,-254.11388397216797,0.9999961256980896,938.0913734436035,476.58289074897766,-173.45250606536865,0.999994158744812,938.5997200012207,496.3107740879059,-290.3368949890137,0.9999975562095642,930.215892791748,494.8938274383545,-263.87743949890137,0.9999968409538269,1013.1311416625977,529.3518018722534,-221.2461519241333,0.9999973773956299,926.4508438110352,555.8805656433105,-2.363651320338249,0.999995768070221,1084.7761917114258,555.1755523681641,-246.95042610168457,0.9963576793670654,883.1593894958496,614.1850090026855,-67.67840623855591,0.9636892080307007,1162.8636932373047,575.8314371109009,-346.3029098510742,0.9906631708145142,841.8569183349609,673.7747240066528,-236.2254238128662,0.9922535419464111,1184.2353057861328,586.4576840400696,-377.6579475402832,0.9786972403526306,831.0879135131836,696.2729001045227,-264.036226272583,0.9853107333183289,1186.2912368774414,588.4053540229797,-411.48799896240234,0.981277346611023,833.023624420166,697.853000164032,-307.54926681518555,0.9873636364936829,1177.7405548095703,586.2632775306702,-362.27251052856445,0.9795476198196411,839.9556541442871,691.5612459182739,-260.04137992858887,0.9862889647483826,1031.9175338745117,649.3623518943787,-52.72359609603882,0.9999510049819946,975.0272369384766,654.9030661582947,52.32669711112976,0.999967098236084,1016.1587905883789,768.3547782897949,-141.71622276306152,0.9837316274642944,937.6228523254395,763.8660478591919,-35.53470969200134,0.9621070623397827,1025.0745391845703,882.4376678466797,-1.426619365811348,0.9605026245117188,912.5634956359863,882.7765917778015,43.07447075843811,0.9648940563201904,1022.4109268188477,897.0591616630554,4.4529131054878235,0.8944920897483826,923.0230522155762,899.8604822158813,45.1763641834259,0.9040973782539368,1031.3579177856445,928.4531736373901,-135.30415534973145,0.9673812389373779,882.5728225708008,939.3851280212402,-88.7471866607666,0.9669255018234253
