frame,WRIST_x,WRIST_y,WRIST_z,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_z,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_z,THUMB_IP_x,THUMB_IP_y,THUMB_IP_z,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_z,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_MCP_z,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_PIP_z,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_DIP_z,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,INDEX_FINGER_TIP_z,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_MCP_z,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_PIP_z,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_DIP_z,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,MIDDLE_FINGER_TIP_z,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_MCP_z,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_PIP_z,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_DIP_z,RING_FINGER_TIP_x,RING_FINGER_TIP_y,RING_FINGER_TIP_z,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_z,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_z,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_z,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_z
0,0.7490488290786743,0.260916531085968,-2.1296219188116083e-07,0.7289835214614868,0.24303877353668213,0.013226733542978764,0.7180789709091187,0.22703301906585693,0.015213057398796082,0.7077569365501404,0.21686698496341705,0.012731148861348629,0.6957837343215942,0.2100801020860672,0.009918867610394955,0.7386518716812134,0.21383146941661835,0.0139742037281394,0.71897953748703,0.19643335044384003,0.0074872164987027645,0.6990248560905457,0.19107408821582794,0.0009392232750542462,0.6842241287231445,0.19097496569156647,-0.002598848193883896,0.7378467321395874,0.2142718881368637,0.0028098111506551504,0.7179043889045715,0.19505852460861206,0.0001547956926515326,0.6987735629081726,0.19014744460582733,-0.0033915613312274218,0.6839052438735962,0.19006799161434174,-0.006715697702020407,0.7330673933029175,0.21768030524253845,-0.008577272295951843,0.713335394859314,0.19894038140773773,-0.010318363085389137,0.6946101188659668,0.1947718858718872,-0.01186361350119114,0.6806430816650391,0.19489341974258423,-0.014220102690160275,0.7237985134124756,0.2234392762184143,-0.019130419939756393,0.7047775387763977,0.21209338307380676,-0.019106457009911537,0.6903928518295288,0.2085738629102707,-0.01770671457052231,0.678508460521698,0.2078430950641632,-0.017597444355487823
1,0.7518103718757629,0.2701146602630615,-1.7992276468703494e-07,0.7364104986190796,0.2558984160423279,0.006662186235189438,0.7288386821746826,0.23922735452651978,0.006418055854737759,0.7211688160896301,0.22755296528339386,0.003502853214740753,0.7106001973152161,0.21906399726867676,0.0011708111269399524,0.7472065687179565,0.22333112359046936,0.006609431933611631,0.7268337607383728,0.20652863383293152,2.9136745069990866e-05,0.7104609608650208,0.20300929248332977,-0.0055498224683105946,0.702620804309845,0.20369067788124084,-0.008109780959784985,0.7461118102073669,0.22451470792293549,-0.00041148505988530815,0.7228925824165344,0.20811432600021362,-0.0028639722149819136,0.70832359790802,0.20571617782115936,-0.004600052256137133,0.7007997632026672,0.20631413161754608,-0.006004786118865013,0.7418352961540222,0.22831864655017853,-0.007835689932107925,0.7175461649894714,0.21397246420383453,-0.008382919244468212,0.7030591368675232,0.21237878501415253,-0.00592794781550765,0.6963286399841309,0.21283432841300964,-0.00500726792961359,0.7340956926345825,0.23398065567016602,-0.015257713384926319,0.7132633924484253,0.22338531911373138,-0.014268588274717331,0.7016674280166626,0.22121185064315796,-0.010695136152207851,0.6949082612991333,0.22128325700759888,-0.008226817473769188
3,0.7730346918106079,0.31674814224243164,-2.2121857057300076e-07,0.7529322504997253,0.3076364994049072,-0.0015335255302488804,0.7390223145484924,0.2912381589412689,-0.0015498357824981213,0.7303155660629272,0.27758029103279114,-0.002560782479122281,0.72380530834198,0.2673320472240448,-0.0018670546123757958,0.7700522541999817,0.2768520414829254,0.0055414168164134026,0.7513516545295715,0.26165276765823364,-1.569151208968833e-05,0.7396131157875061,0.26447978615760803,-0.005563733633607626,0.7378765940666199,0.27039414644241333,-0.008006598800420761,0.7745129466056824,0.27563026547431946,0.0037965825758874416,0.7543469071388245,0.26042360067367554,0.00017320355982519686,0.7433457374572754,0.26276350021362305,-0.004544965922832489,0.7415440678596497,0.2681826055049896,-0.006931292358785868,0.7755331993103027,0.2754364311695099,0.0012120280880481005,0.7560670375823975,0.26070287823677063,-0.001435013022273779,0.7450664043426514,0.26214417815208435,-0.002245738171041012,0.7431445717811584,0.26628974080085754,-0.0019470092374831438,0.7727477550506592,0.2763192355632782,-0.0016405961941927671,0.7557568550109863,0.2630656659603119,-0.0020688369404524565,0.7456150650978088,0.26252126693725586,0.00020495337957981974,0.7424924373626709,0.2651315927505493,0.002764846198260784
4,0.7753269672393799,0.3457167446613312,-2.991283665210176e-08,0.8010398745536804,0.3346482217311859,-0.00019283256551716477,0.8031018972396851,0.3209092617034912,0.0019499239278957248,0.7921261191368103,0.31202274560928345,0.003900017822161317,0.7809934020042419,0.30833980441093445,0.006205454934388399,0.7785351872444153,0.30704569816589355,0.004702588077634573,0.7784592509269714,0.29980164766311646,0.0038047395646572113,0.7810002565383911,0.30471542477607727,0.0007873948197811842,0.7807568907737732,0.3103800415992737,-0.0010725375032052398,0.7605424523353577,0.3093312084674835,0.00487859733402729,0.759473443031311,0.3022052049636841,0.006890757009387016,0.7638151049613953,0.30595389008522034,0.005158895626664162,0.7653685808181763,0.3111598789691925,0.00321613228879869,0.7471792697906494,0.31457704305648804,0.004771910607814789,0.7464458346366882,0.3065618574619293,0.005906854756176472,0.7513031363487244,0.30964529514312744,0.005390866659581661,0.7530809044837952,0.3139362931251526,0.00438071321696043,0.7383723855018616,0.3208819627761841,0.004885200876742601,0.7398599982261658,0.3140298128128052,0.006483312230557203,0.7445498108863831,0.316154807806015,0.008791730739176273,0.7465987205505371,0.3197013735771179,0.010519100353121758
7,0.7655513882637024,0.44115233421325684,2.3409791083395248e-07,0.7857571840286255,0.45099470019340515,-0.01472906768321991,0.7971398234367371,0.4665276110172272,-0.0267146248370409,0.7966009974479675,0.48137062788009644,-0.0351443849503994,0.7930417656898499,0.49337226152420044,-0.04372013732790947,0.792977511882782,0.454467236995697,-0.04643464460968971,0.7941510677337646,0.4761005938053131,-0.06200094893574715,0.792618453502655,0.4913598597049713,-0.0696137398481369,0.7913772463798523,0.5024690628051758,-0.07420282810926437,0.771490216255188,0.45033496618270874,-0.044962141662836075,0.7678072452545166,0.46874433755874634,-0.05838211625814438,0.766093373298645,0.4820794463157654,-0.060980990529060364,0.7648929357528687,0.49215060472488403,-0.0637214332818985,0.7493093609809875,0.44749781489372253,-0.04258759319782257,0.7405877709388733,0.4634336233139038,-0.05401365086436272,0.7372004985809326,0.47562623023986816,-0.05318678170442581,0.7340630292892456,0.4835410416126251,-0.05261238291859627,0.7290449142456055,0.44637084007263184,-0.040845539420843124,0.7223343849182129,0.4597114324569702,-0.051210351288318634,0.7183972001075745,0.46961286664009094,-0.05198914557695389,0.7150329351425171,0.47659775614738464,-0.05202876776456833
8,0.7499188780784607,0.450364887714386,3.1188980642582464e-07,0.7588053345680237,0.4817327857017517,-0.001106869662180543,0.7706053256988525,0.5074266195297241,-0.006752683315426111,0.7764865159988403,0.5269196629524231,-0.014260511845350266,0.7747424244880676,0.5442270636558533,-0.022582896053791046,0.8004578948020935,0.5015742182731628,-0.009433427825570107,0.7943416833877563,0.5284435749053955,-0.027578173205256462,0.7829024195671082,0.5453959703445435,-0.04123495891690254,0.7703810334205627,0.5570627450942993,-0.050216637551784515,0.7961235046386719,0.4935351610183716,-0.018638504669070244,0.7903403043746948,0.5229892134666443,-0.033959899097681046,0.7807419300079346,0.5406539440155029,-0.044694263488054276,0.7697003483772278,0.5546368956565857,-0.053123682737350464,0.784693717956543,0.4854631721973419,-0.028953922912478447,0.7811079621315002,0.5119635462760925,-0.04439740255475044,0.7737939357757568,0.5285351276397705,-0.05131661891937256,0.7655975818634033,0.5424502491950989,-0.056280896067619324,0.7680312991142273,0.4776938855648041,-0.03925259783864021,0.7654674649238586,0.49360203742980957,-0.05099259689450264,0.761722207069397,0.5049859285354614,-0.05446365103125572,0.7567838430404663,0.5148763060569763,-0.05720394477248192
9,0.7484931349754333,0.5033066868782043,8.550883734415038e-08,0.7507632374763489,0.5148622989654541,0.001184247899800539,0.75629723072052,0.5293408632278442,0.0012855518143624067,0.7590914368629456,0.5411085486412048,-0.0002331637078896165,0.7583489418029785,0.5504872798919678,-0.0011643848847597837,0.7798447608947754,0.5376477241516113,0.006685067433863878,0.7784813642501831,0.5541099905967712,0.0009697143104858696,0.7699389457702637,0.5644984841346741,-0.005169270094484091,0.7601717710494995,0.5718191266059875,-0.009013596922159195,0.7795655727386475,0.538851261138916,0.0031918662134557962,0.7777310609817505,0.5550537705421448,-0.00034285092260688543,0.7693919539451599,0.5644176006317139,-0.004339148756116629,0.7603631615638733,0.572003185749054,-0.0075379335321486,0.7755247354507446,0.5399978756904602,-0.0012171765556558967,0.7744184732437134,0.5552809834480286,-0.004046957474201918,0.7673797607421875,0.5638629794120789,-0.004424756858497858,0.7592321634292603,0.5701301097869873,-0.004811725579202175,0.7685152292251587,0.5409291386604309,-0.006113575305789709,0.7682319283485413,0.5537840723991394,-0.0060380687937140465,0.7642608284950256,0.5619837641716003,-0.0039058991242200136,0.7595646977424622,0.5680825710296631,-0.002517149318009615
10,0.7347829341888428,0.5250786542892456,7.831547321757171e-08,0.7299192547798157,0.5433831214904785,0.0024568242952227592,0.7342771291732788,0.5600151419639587,0.004924314562231302,0.7376500368118286,0.5715728998184204,0.006414132192730904,0.7369324564933777,0.5783392190933228,0.008779527619481087,0.7633431553840637,0.5628733038902283,0.006598224397748709,0.7603847980499268,0.5794978737831116,0.006356915924698114,0.7483541965484619,0.5860212445259094,0.00451520923525095,0.7371342778205872,0.5882671475410461,0.003466072492301464,0.7670722603797913,0.5580129027366638,0.0052448539063334465,0.7631053328514099,0.5738962888717651,0.007667405065149069,0.7512930035591125,0.5804212689399719,0.006451686844229698,0.7404505610466003,0.5838838815689087,0.004329793155193329,0.765201210975647,0.5534180998802185,0.0037125051021575928,0.7593804597854614,0.5680368542671204,0.006615151651203632,0.7488215565681458,0.574397087097168,0.006243077106773853,0.7387025952339172,0.5778647661209106,0.004500481765717268,0.7593508362770081,0.5495153069496155,0.002161063952371478,0.7538806796073914,0.5609585046768188,0.006326563190668821,0.746735155582428,0.5668565630912781,0.009037569165229797,0.739721417427063,0.5700163245201111,0.010305161587893963
11,0.7223086357116699,0.5299907922744751,6.000296082220302e-08,0.736230731010437,0.5455629229545593,0.001120436587370932,0.7408939599990845,0.5627827644348145,-0.00427302485331893,0.7358794808387756,0.5768557190895081,-0.010893437080085278,0.727095365524292,0.5861647725105286,-0.016745558008551598,0.7534302473068237,0.5617801547050476,-0.013797763735055923,0.7434762120246887,0.5837324857711792,-0.023841656744480133,0.7321829795837402,0.5902187824249268,-0.028550177812576294,0.7255398631095886,0.5907654166221619,-0.030600756406784058,0.7431887984275818,0.5578861236572266,-0.02006090059876442,0.731773316860199,0.5794236660003662,-0.027852613478899002,0.722966194152832,0.58172208070755,-0.02879614382982254,0.7212201356887817,0.5787637233734131,-0.029484717175364494,0.7291893362998962,0.5543850660324097,-0.02586393430829048,0.7183535099029541,0.5743544101715088,-0.0307246632874012,0.7113953828811646,0.5755725502967834,-0.026468979194760323,0.7106669545173645,0.5723875761032104,-0.02359655313193798,0.7137910723686218,0.5513544678688049,-0.03175510838627815,0.7076774835586548,0.5661898851394653,-0.032511256635189056,0.7035579085350037,0.5679910182952881,-0.0275132916867733,0.7025896310806274,0.5658822655677795,-0.024009481072425842
12,0.7114258408546448,0.5351800918579102,1.4796236236236382e-08,0.725176215171814,0.5482944250106812,0.004520446993410587,0.7285528182983398,0.5638347864151001,0.003395769977942109,0.7215301394462585,0.5747665166854858,-0.0003600618802011013,0.7119997143745422,0.5824345350265503,-0.003481457009911537,0.7351985573768616,0.5721496343612671,0.0021605046931654215,0.7244828939437866,0.5893922448158264,-0.005069397855550051,0.7104965448379517,0.5943087935447693,-0.010178779251873493,0.7004069685935974,0.5941404700279236,-0.012526736594736576,0.7255464196205139,0.57105553150177,-0.004100359510630369,0.7157679200172424,0.5867857336997986,-0.00790740642696619,0.7044252157211304,0.588542640209198,-0.01006219070404768,0.6982553005218506,0.5859209299087524,-0.011544784530997276,0.7128714323043823,0.5688961744308472,-0.010534674860537052,0.7014464735984802,0.5826464295387268,-0.013065045699477196,0.6923009753227234,0.5824424028396606,-0.010925144888460636,0.6889720559120178,0.5787505507469177,-0.009336392395198345,0.6980727314949036,0.565589427947998,-0.01698927767574787,0.6891927719116211,0.5769328474998474,-0.016171535477042198,0.683169960975647,0.5763813853263855,-0.011620470322668552,0.6808890700340271,0.5726351141929626,-0.008185294456779957
